Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas,Time;Power total;X_momentinis;Y_momentinis;Darbo viet. temp.;Spintos temp.;Suklio temp.;Spindelio.H.Skaitliukas
2019.01.10 10:01:19;;;;24.09;26.53;23.49;,,,,,,,,,,,
2019.01.10 10:01:19;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:20;0.77;;;;;;,,,,,,,,,,,
2019.01.10 10:01:20;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:20;;;;24.06;26.53;23.52;,,,,,,,,,,,
2019.01.10 10:01:20;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:21;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:21;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:21;;;;24.15;26.5;23.49;,,,,,,,,,,,
2019.01.10 10:01:22;0.77;;;;;;,,,,,,,,,,,
2019.01.10 10:01:22;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:22;;;;24.06;26.53;23.55;,,,,,,,,,,,
2019.01.10 10:01:22;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:23;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:23;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:23;;;;24.03;26.56;23.49;,,,,,,,,,,,
2019.01.10 10:01:24;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:24;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:24;;;;24.03;26.53;23.46;,,,,,,,,,,,
2019.01.10 10:01:24;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:25;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:25;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:25;;;;24.06;26.5;23.49;,,,,,,,,,,,
2019.01.10 10:01:26;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:26;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:26;;;;23.96;26.53;23.55;,,,,,,,,,,,
2019.01.10 10:01:26;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:27;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:27;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:27;;;;23.96;26.5;23.52;,,,,,,,,,,,
2019.01.10 10:01:28;0.77;;;;;;,,,,,,,,,,,
2019.01.10 10:01:28;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:28;;;;23.93;26.5;23.55;,,,,,,,,,,,
2019.01.10 10:01:28;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:29;0.76;;;;;;,,,,,,,,,,,
2019.01.10 10:01:29;;0.02;0.06;;;;,,,,,,,,,,,
2019.01.10 10:01:29;;;;24.03;26.5;23.55;,,,,,,,,,,,
2019.01.10 10:01:29;;;;;;;0,,,,,,,,,,,
2019.01.10 10:01:30;0.76;;;;;;,,,,,,,,,,,
